Reasons to Correct Entry,Unique Identifier,ID,Type,Inventory_By,Location_ID,Location,Department_ID,Department,DEPT_New,EPIC_BLDG,EPIC_DEPT,Flr Pln L,Flr Pln N,Flr Pln D,EPIC_LOC,EPIC_Room,Hostname,Serial,Tag,Domain,WS_Type,WS_Strategy,WS_Function,WS_BCA,WS_Com,WS_Mon_Make_1,WS_Mon_Mod_1,Mon 1,WS_Mon_Make_2,WS_Mon_Mod_2,Mon 2,WS_Mon_Make_3,WS_Mon_Mod_3,Mon 3,WS_Mon_Make_4,WS_Mon_Mod_4,Mon 4,WS_Mon_Com,WS_Prnt_Paper,WS_Prnt_baby_WB,WS_Prnt_WB,WS_Prnt_Pharm,WS_Prnt_Patient,WS_Prnt_Spec,WS_Prnt_Script,WS_Prnt_Local,WS_Prnt_Com,Scanner,Webcam,Bioscript,Badge Rdr,CreditCard Rdr,eSignature Pad,Barcode Rdr,WS_Peri_Com,PRNT_Type,PRNT_Queue_Name,PRNT_EPIC_Name,Network Pntr IP,PRNT_Make,PRNT_Model,PRNT_Tray_1,PRNT_Tray_2,PRNT_Tray_3,PRNT_Tray_4,PRNT_Tray_Lock,PRNT_Label_Size,PRNT_Com,BRD_Make,BRD_Model,BRD_OS,BRD_Attached,BRD_Com,BRD_Mon_Mod_1,BRD_Mon_Res_1,BRD_Mon_Orient_1,BRD_Mon_Size_1,BRD_Mon_Mod_2,BRD_Mon_Res_2,BRD_Mon_Orient_2,BRD_Mon_Size_2,BRD_Mon_Com,Duplicate_of_ID,Flr Pln D String,Flagging Reason
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",250,598389,Workstation,iouedraoga,446238,Peconic Bay Medical Center,298398,Case Management,,,,,,NO ACCESS / NOT FOUND,CASE MANAGEMENT OFFICE,TP0349,LW10RI130CSM046,PF1KPGW0,L034113,PBMC.ORG,Laptop,Personal,Office,0,NO ACCESS /NOT FOUND,LENOVO E2054A,,20,,,0,,,0,,,0,,10.55.14.145 - RICOH IM 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NO ACCESS / NOT FOUND,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",251,598390,Workstation,iouedraoga,446238,Peconic Bay Medical Center,298398,Case Management,,,,,,NOT FOUND,CASE MANAGEMENT OFFICE,TP0349,LRI130CSM001,PF42AKX2,L059532,PBMC.ORG,Laptop,Personal,Office,0,,DELL P1913,,19,,,0,,,0,,,0,,10.55.14.145 - RICOH IM 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",252,598391,Workstation,roneill6,446238,Peconic Bay Medical Center,298431,NRSG - 2 South,,,,,,W115,ONLY WORKSTATION IN ROOM,3343,WW10RI130MAT001,MJ05U9FF,,PBMC.ORG,Desktop,Personal,Patient Room,0,12/6 ONE HOSTNAME AND TWO serial number MJ05U9FF IS FOR PATIENT ROOM 3343 MJ07SMF6 IS FOR OFFICE ROOM RIGHT NEXT TO IT PBMCh - 3,LENOVO,E2054A,20,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W115,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",253,598445,Printer,roneill6,446238,Peconic Bay Medical Center,298432,NRSG - 3 South,,,,,,S2,NURSES STATION UNDER TV,TP03355,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Patient Labels,PBMC-OBNURS,,10.55.13.14,ZEBRA,ZT411,LABEL,,,,1.0,,12/6 PBMCh - 3,,,,,,,,,0,,,,0,,,S2,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",254,598448,Workstation,mmendez30,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W183,FRONT LEFT DESK,TP03437,WW10RI130QAL001,MJ0DR4LX,D082988,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,DELL,P2214H,20,DELL,P2214H,20,,,0,,,0,,10.55.5.215-RICOH IM CS600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W183,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",255,598449,Workstation,mmendez30,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W192,WORKSTATION IN BACK CORNER,TP03432,WW10RI130QAL007,MJ04GDF4,,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,LENOVO,L197,19,LENOVO,L197,19,,,0,,,0,,10.55.5.215-RICOH IM CS6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W192,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",256,598450,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W191,LEFT SIDE OF OFFICE,TP03432,WW10RI130QM001,MJ04RE1Z,,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,DELL,E2213H,20,DELL,E2213H,20,,,0,,,0,,10.55.5.215 - RICOH PRINTER/C604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W191,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",257,598451,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W189,ONLY MACHINE ON DESK,TP03434,WW10RI130QAL006,MJ03URHP,,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,LENOVO,T2224D,21,LENOVO,T2224D,21,,,0,,,0,,10.55.2.215 - RICOH/IMC6000,,,,,,,,,,ADESSO/CYBERTRACK H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W189,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",258,598452,Workstation,mmendez30,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,NOT FOUND,ONLY COMPUTER IN ROOM,TPO3433,WW10RI130MRC018,MJ0EBACG,D085397,PBMC.ORG,Desktop,Personal,Office,0,,DELL,P2214H,22,DELL,P2214H,22,,,0,,,0,,10.55.5.215-RICOH IM C6000,,,,,,,,,,ADESSO\CYBERTRACK H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",259,598453,Workstation,mmendez30,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W194,TOP RIGHT COMPUTER,TP03438,WW10RI130QAL004,MJ0CR8C5,D081752,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,T2224DA,22,LENOVO,T2224DA,22,,,0,,,0,,10.55.5.215-RICOH IM C6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W194,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",260,598454,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,NOT FOUND,BACK LEFT OF OFFICE,TP03438,WW10RI130HEH005,MJ083TFW,D064067,PBMC.ORG,Desktop,Personal,Office,0,,DELL,P190S,19,,,0,,,0,,,0,,10.55.5.215 - RICO/IMC6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",261,598456,Workstation,roneill6,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W11,DOCTORS OFFICE,TP03442,WRI130QAL003,MJ0JLN99,D102852,PBMC.ORG,Desktop,Personal,Office,0,,LENOVO,S24E-20,24,LENOVO,S24E-20,24,,,0,,,0,,,,,,,,,HP LASERJET PRO M402N,,,QVC CAMERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W11,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",262,598457,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W193,FIRST STATION ON THE LEFT OF OFFICE,TP034438,WW10RI130QAL002,MJ0CMN41,D082739,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,T2224PD,22,,,0,,,0,,,0,,10.55.5.215 - RICOH/IMC6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W193,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",263,598458,Workstation,mmendez30,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W188,COMPUTER RIGHT WINDOW,TP03438,WW10RI130QAL009,MJ04KTJW,,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,DELL,1908FP-BLK,19,DELL,P190S,19,,,0,,,0,,10.55.5.215-RICOH IM C6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W188,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",264,598459,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W186,RIGHT SIDE OF OFFICE,TP03435,WW10RI130QAL005,MJ04LZJA,,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,LENOVO,T2224DA,21,LENOVO,S22E-19,20,,,0,,,0,,10.55.2.215 - RICOH PRINTER QUALITY MANAGMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W186,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",265,598460,Workstation,mmendez30,446238,Peconic Bay Medical Center,298459,Quality Management,,,,,,W185,COMPUTER LEFT CORNER,TP03435,WW10RI130QAL010,MJ0EBA90,D086036,PBMC.ORG,Desktop,Personal,Office,0,12/7 PBMCh - 3,DELL,P190S,19,LENOVO,T2224DA,22,,,0,,,0,,10.55.5.215-RICOH IM C6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W185,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",266,598466,Workstation,mmendez30,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W181,WINDOW COMPUTER NEXT TO VDI MACHINE,TP03416,WW10RI130TRN002,MJ0B266X,,PBMC.ORG,Desktop,Shared,Office,0,ACADEMIC CENTER PBMCh - 3,DELL,E2214H,22,,,0,,,0,,,0,,10.55.7.127-RICOH MP 4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W181,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",267,598467,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W180,ACADEMIC ROOM BACK LEFT,TP03416,VDI-3S0-N-00-785dc8beda2d,NP91S1056K,,PBMC.ORG,Desktop,Personal,Office,0,12/6 PBMCh - 3,LG,NOT RECOGNIZED,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W180,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",268,598468,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W173,DIRECTOR OF HOSPITAL MEDICINE OFFICE,TP03418,WW10RI130ADN002,MJ083TGP,D064097,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,T24I-10,20,,,0,,,0,,,0,,10.55.7.127 - RICOH PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W173,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",269,598469,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W177,LEFT SIDE OF OFFICE,TP03425,WRI130HOS004,MJ0J80AN,D098052,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,S22E-20,20,,,0,,,0,,,0,,10.55.14.114 - HOSPITALIST HP M607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W177,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",270,598470,Workstation,mmendez30,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W179,FIRST COMPUTER BY DOOR,TP03424,VDI-GME-N-00-785dc881f9cd,NP85W103DQ,,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 3,LG,23CAV42K,23,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA/HDW-IMP-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W179,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",271,598471,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W178,RIGHT SIDE BY BACK DOOR,TP03434,VDI-GME-N-00-785dc8beda2f,NP91S1056V,,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LG,NOT RECOGNIZED,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W178,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",272,598472,Workstation,mmendez30,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W176,COMPUTER FOURTH FROM DOOR,TP03424,WRI130HOS003,MJ0J806G,,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,S22E-20,22,,,0,,,0,,,0,,10.55.7.127-RICOH MP 4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W176,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",273,598473,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W175,3RD COMPUTER FROM LEFT,TP03425,WRI130HOS002,MJ0J80AR,,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,S22E-20,20,,,0,,,0,,,0,,10.55.14.114 - HOSPITALIST HP M607 PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W175,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",274,598474,Workstation,mmendez30,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W174,FIFTH COMPUTER FROM DOOR,TP3424,WRI130HOS001,MJ0J80AV,,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,S22E-20,22,,,0,,,0,,,0,,10.55.14.114- HP M607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W174,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",275,598476,Workstation,mmendez30,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W169,ONLY COMPUTER IN ROOM CHAIR OF FAMILY MEDICINE LEFT ROOOM,TP03421 /CHAIR OF FAMILY MEDICINE,WW10RI130MSO002,MJ083TGZ,D068805,PBMC.ORG,Desktop,Personal,Office,0,12/6 PBMCh - 3,LENOVO,T24I-10,24,,,0,,,0,,,0,,10.55.14.114- HP M607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W169,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",276,598477,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W170,CHAIR OF MEDICINE OFFICE,TP03420,WW10RI130MED031,MJ083TR7,D068762,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,LENOVO,T24I-10,24,,,0,,,0,,,0,,10.55.7.127 - RICOH/MP 4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W170,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",277,598478,Printer,roneill6,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,NOT FOUND,PRINTER IN HALLWAY,TP03417,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,PB-GME,,10.55.14.114,HP,LASERJET ENTERPRISE M607,PLAIN,PLAIN,,,,,IP PRINTER,,,,,,,,,0,,,,0,,,NOT FOUND,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",278,598480,Workstation,roneill6,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W167,WORKSTATION ON LEFT OF DESK,TP03422,WW10RI130MED032,MJ083TMW,D068814,PBMC.ORG,Desktop,Personal,Office,0,12/6 PBMCh - 3,DELL,P190S,19,,,0,,,0,,,0,,10.55.7.127 - RICOH MP 4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W167,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",279,598481,Workstation,roneill6,446238,Peconic Bay Medical Center,346758,Medicine,,,,,,W168,WORKSTATION ON RIGHT OF DESK,TP03422,WW10RI130SUR002,MJ0DR4QP,D082718,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 3,DELL,P2212H,22,DELL,1908FP-BLK,19,,,0,,,0,,10.55.7.127 - RICOH MP 4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W168,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",280,598529,Workstation,jmorgan23,446238,Peconic Bay Medical Center,563388,Bariatric Surgery,,,,,,W85,2ND NODE FROM LEFT WHEN ENTERING ROOM,TP03702,WW10RI130MIS905,MJ09MTQV,D072445,PBMC.ORG,Desktop,Shared,Nurse Station,0,12/5 PBMCh - 3,LENOVO,T24I-20,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W85,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",281,630007,WorkStation,,446238,Peconic Bay Medical Center,387559,Billing,,,,,,NOT FOUND,Remote User,Remote User,LRI031MED001,PF3M0RJD,,nslijhs.net,Laptop,Personal,Office,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",282,640866,Workstation,jwarren2,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW4,RECEPTION ER,REGISTRATION,LRI130REG002,PF4E094P,L063560,CDE,Laptop,Personal,Office,0,PBMCh - 1,LENOVO,T14,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW4,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",283,658797,Printer,kkeum,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,,,S9,RIGHT SIDE TABLE NEXT FIRST COMPUTER ON TABLE,TP02134 PHARMACY,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Pharmacy Labels,ZBR2664321,,10.55.3.143,ZEBRA,Z4Mplus,Labels,,,,1.0,,"12/2, PBMCh - 2",,,,,,,,,0,,,,0,,,S9,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",284,663928,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,W1,IMMEDIATELY BEHIND NURSE STATION DESK,NURSE STATION,WRI130EMD015,MJ0EBAB5,D085402,NSLIJHS.NET,Desktop,Shared,Nurse Station,0,PBMCh - 1,LENOVO,E2054A,20,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W1,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",285,663930,Workstation,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW1,ACROSS FROM XRAY ROOM NEXT TO BACK COUNTER,NURSE STATION,HL10RI122EHS001,MJ0E0SE5,L049155,NSLIJHS.NET,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW1,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",286,664137,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,W3,MAIN DESK THIRD DESKTOP,ER NURSE STATION,VDI-ERP-N-00-14c913a756c5,NP777103MZ,,PBMC.ORG,Desktop,Shared,Nurse Station,0,PBMCh - 1,LG,23CAV42K,23,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA/HDW-IMP-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W3,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",287,664138,Printer,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,P2,UNDERNEATH DESK,ER X-RAY ROOM,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,PB-EDXRAY,,10.55.2.64,HP,LASERJET 600 M602,PAPER,PAPER,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,P2,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",288,664141,Workstation,ggray,446238,Peconic Bay Medical Center,567481,ER,,,,,,W13,NEXT TO ROOM 4,WALL OF ROOM 4,WRI130EMD902TB,MJ097ND0,D075228,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,LG,49LX341C,49,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W13,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",289,664147,Printer,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,P4,ER ENTRANCE DESK,ER ENTRANCE FRONT RECEPTION,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,PB-ERP,,10.55.3.217,HP,LASERJET 600 M602,PAPER,BLUE PAPER,,,,,"UNKNOWN IF HOSTNAME, SEVERAL HOSTNAMES TO SAME IP, PBMCh - 1",,,,,,,,,0,,,,0,,,P4,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",290,664164,Workstation,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W21,LEFT CUBICLE,CENTRAL ADMINISTRATION ROOM,WW10RI130EMD123,MJ0G6N9J,D090582,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,LENOVO,S22E-20,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W21,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",291,664165,Workstation,rborrelli,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W20,END CUBICLE,1 CENTRAL ADMINISTRATIVE SUITE,WRI130EMD010,MJ0J7TJ6,D102452,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,LENOVO,S22E 20,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W20,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",292,664168,Workstation,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W22,INNER OFFICE DESK,INNER OFFICE INSIDE CENTRAL ADMINISTRATION ROOM,WW10RI130EMR001,MJ0FNXQQ,D088689,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,DELL,P224H,22,,,0,,,0,,,0,,HP LASERJET P1006,,,,,,,,,FUJITU/S1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W22,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
